country,year,indicator,value
ZA,1967,gdp,15821393671.4425
ZA,1966,gdp,14211394315.4423
ZA,1965,gdp,13068994772.4021
ZA,1964,gdp,11955995217.6019
ZA,1963,gdp,10854195658.3217
ZA,1962,gdp,9813996074.40157
ZA,1961,gdp,9225996309.60148
ZA,1960,gdp,8748596500.5614
ZA,2024,population,64007187.0
ZA,2023,population,63212384.0
ZA,2022,population,62378410.0
ZA,2021,population,61502603.0
ZA,2020,population,60562381.0
ZA,2019,population,59587885.0
ZA,2018,population,58613001.0
ZA,2017,population,57635162.0
ZA,2016,population,57259551.0
ZA,2015,population,56723537.0
ZA,2014,population,55594838.0
ZA,2013,population,54678791.0
ZA,2012,population,53782567.0
ZA,2011,population,52995205.0
ZA,2010,population,52344051.0
ZA,2009,population,51728516.0
ZA,2008,population,51114599.0
ZA,2007,population,50528584.0
ZA,2006,population,49998277.0
ZA,2005,population,49490033.0
ZA,2004,population,48991421.0
ZA,2003,population,48500348.0
ZA,2002,population,48019415.0
ZA,2001,population,47566800.0
ZA,2000,population,47159719.0
ZA,1999,population,46730335.0
ZA,1998,population,46223880.0
ZA,1997,population,45666838.0
ZA,1996,population,45123018.0
ZA,1995,population,44541554.0
ZA,1994,population,44004139.0
ZA,1993,population,43297156.0
ZA,1992,population,42443509.0
ZA,1991,population,41687898.0
ZA,1990,population,40746268.0
ZA,1989,population,39628575.0
ZA,1988,population,38480649.0
ZA,1987,population,37326190.0
ZA,1986,population,36180515.0
ZA,1985,population,35042093.0
ZA,1984,population,33892788.0
ZA,1983,population,32739304.0
ZA,1982,population,31615339.0
ZA,1981,population,30541044.0
ZA,1980,population,29518857.0
ZA,1979,population,28634162.0
ZA,1978,population,27869507.0
ZA,1977,population,27118952.0
ZA,1976,population,26395450.0
ZA,1975,population,25690940.0
ZA,1974,population,24989108.0
ZA,1973,population,24294263.0
ZA,1972,population,23609456.0
ZA,1971,population,22942143.0
ZA,1970,population,22279984.0
ZA,1969,population,21614676.0
ZA,1968,population,20957287.0
ZA,1967,population,20314066.0
ZA,1966,population,19690087.0
ZA,1965,population,19089380.0
ZA,1964,population,18511361.0
ZA,1963,population,17954564.0
ZA,1962,population,17418522.0
ZA,1961,population,16908035.0
ZA,1960,population,16440172.0
LS,2024,gdp,2271759454.51107
LS,2023,gdp,2117962445.37471
LS,2022,gdp,2354980960.02697
LS,2021,gdp,2412130056.55851
LS,2020,gdp,2053699863.99625
LS,2019,gdp,2390702295.82777
LS,2018,gdp,2556247291.99785
LS,2017,gdp,2306741672.29006
LS,2016,gdp,2114426452.2019
LS,2015,gdp,2359686724.53829
LS,2014,gdp,2441063054.05792
LS,2013,gdp,2367112931.642
LS,2012,gdp,2477702216.26888
LS,2011,gdp,2579409619.96722
LS,2010,gdp,2234754241.91918
LS,2009,gdp,1740894964.80511
LS,2008,gdp,1766902709.19935
LS,2007,gdp,1682131784.51365
LS,2006,gdp,1800092563.75462
LS,2005,gdp,1682343527.49221
LS,2004,gdp,1511236655.52047
LS,2003,gdp,1157825434.78971
LS,2002,gdp,775777238.55814
LS,2001,gdp,825706961.238689
LS,2000,gdp,887291687.920796
LS,1999,gdp,912773681.050642
LS,1998,gdp,928460893.108965
LS,1997,gdp,998004258.715675
LS,1996,gdp,946112492.844847
LS,1995,gdp,1001894000.27846
LS,1994,gdp,878250945.280469
LS,1993,gdp,835582062.476169
LS,1992,gdp,831029861.704746
LS,1991,gdp,704325366.718393
LS,1990,gdp,596410263.743849
LS,1989,gdp,495409232.627579
LS,1988,gdp,470395800.600668
LS,1987,gdp,402768324.481971
LS,1986,gdp,318858422.989262
LS,1985,gdp,268629925.852805
LS,1984,gdp,333163670.280225
LS,1983,gdp,386699308.859169
LS,1982,gdp,348741683.673845
LS,1981,gdp,434188034.188034
LS,1980,gdp,431542536.663782
LS,1979,gdp,290134592.523007
LS,1978,gdp,266570066.642517
LS,1977,gdp,193315048.328762
LS,1976,gdp,147660036.915009
LS,1975,gdp,149558895.914581
LS,1974,gdp,150851316.52727
LS,1973,gdp,121188715.759865
LS,1972,gdp,80913200.4292822
LS,1971,gdp,76480285.0044113
LS,1970,gdp,68739972.504011
LS,1969,gdp,65967973.6128106
LS,1968,gdp,61445975.4216098
LS,1967,gdp,59261976.2952095
LS,1966,gdp,56699977.3200091
LS,1965,gdp,54879978.0480088
LS,1964,gdp,51939979.2240083
LS,1963,gdp,47039981.1840075
LS,1962,gdp,41859983.2560067
LS,1961,gdp,35699985.7200057
LS,1960,gdp,34579986.1680055
LS,2024,population,2337423.0
LS,2023,population,2311472.0
LS,2022,population,2286110.0
LS,2021,population,2261542.0
LS,2020,population,2235727.0
LS,2019,population,2209405.0
LS,2018,population,2183603.0
LS,2017,population,2157110.0
LS,2016,population,2130422.0
LS,2015,population,2104611.0
LS,2014,population,2080089.0
LS,2013,population,2056504.0
LS,2012,population,2034354.0
LS,2011,population,2014009.0
LS,2010,population,1996251.0
LS,2009,population,1980883.0
LS,2008,population,1966541.0
LS,2007,population,1953268.0
LS,2006,population,1945063.0
LS,2005,population,1953076.0
LS,2004,population,1971129.0
LS,2003,population,1985059.0
LS,2002,population,1994679.0
LS,2001,population,2000853.0
LS,2000,population,2003913.0
LS,1999,population,2003234.0
LS,1998,population,1998049.0
LS,1997,population,1988130.0
LS,1996,population,1972418.0
LS,1995,population,1951437.0
LS,1994,population,1927707.0
LS,1993,population,1901793.0
LS,1992,population,1873274.0
LS,1991,population,1842379.0
LS,1990,population,1809696.0
LS,1989,population,1775436.0
LS,1988,population,1739841.0
LS,1987,population,1703390.0
LS,1986,population,1666138.0
LS,1985,population,1624379.0
LS,1984,population,1578986.0
LS,1983,population,1534413.0
LS,1982,population,1490732.0
LS,1981,population,1448069.0
LS,1980,population,1406521.0
LS,1979,population,1366169.0
LS,1978,population,1327240.0
LS,1977,population,1289967.0
LS,1976,population,1253214.0
LS,1975,population,1213643.0
LS,1974,population,1172420.0
LS,1973,population,1132697.0
LS,1972,population,1094063.0
LS,1971,population,1056246.0
LS,1970,population,1019273.0
LS,1969,population,983202.0
LS,1968,population,948105.0
LS,1967,population,913982.0
LS,1966,population,881870.0
LS,1965,population,854090.0
LS,1964,population,829437.0
LS,1963,population,805373.0
LS,1962,population,781814.0
LS,1961,population,758824.0
LS,1960,population,736500.0
SZ,2024,gdp,4858885840.77236
SZ,2023,gdp,4621191261.84214
SZ,2022,gdp,4746660273.50829
SZ,2021,gdp,4807069277.20114
SZ,2020,gdp,4134677809.50096
SZ,2019,gdp,4617018958.69086
SZ,2018,gdp,4643751059.28203
SZ,2017,gdp,4462640651.49219
SZ,2016,gdp,3722306116.72872
SZ,2015,gdp,3908217914.21824
SZ,2014,gdp,4285065665.03168
SZ,2013,gdp,4463396204.01995
SZ,2012,gdp,4747813067.26006
SZ,2011,gdp,4722912047.32265
SZ,2010,gdp,4360714358.88708
SZ,2009,gdp,3525213502.43118
SZ,2008,gdp,3235921170.5095
SZ,2007,gdp,3391122887.17476
SZ,2006,gdp,3215307900.74767
SZ,2005,gdp,3097946371.06311
SZ,2004,gdp,2710331785.24986
SZ,2003,gdp,2149632433.27703
SZ,2002,gdp,1393945030.65105
SZ,2001,gdp,1502870485.88122
SZ,2000,gdp,1697161557.89452
SZ,1999,gdp,1547888495.98428
SZ,1998,gdp,1576908856.34674
SZ,1997,gdp,1716714070.12471
SZ,1996,gdp,1602741833.70552
SZ,1995,gdp,1698989463.99106
SZ,1994,gdp,1419294254.4183
SZ,1993,gdp,1357189551.68431
SZ,1992,gdp,1284759927.54594
SZ,1991,gdp,1156135717.94598
SZ,1990,gdp,1114694040.66987
SZ,1989,gdp,696921542.378265
SZ,1988,gdp,692026454.737872
SZ,1987,gdp,584126092.258819
SZ,1986,gdp,449140318.385038
SZ,1985,gdp,360079419.385958
SZ,1984,gdp,494483408.878468
SZ,1983,gdp,555336145.767884
SZ,1982,gdp,537568059.413381
SZ,1981,gdp,570774824.830585
SZ,1980,gdp,541976852.577057
SZ,1979,gdp,412093133.760988
SZ,1978,gdp,340630085.157521
SZ,1977,gdp,304060076.015019
SZ,1976,gdp,272550068.137517
SZ,1975,gdp,288299788.508035
SZ,1974,gdp,264320940.959002
SZ,1973,gdp,221915127.550763
SZ,1972,gdp,146736479.235097
SZ,1971,gdp,136462080.739132
SZ,1970,gdp,112139955.144018
SZ,1969,gdp,105419957.832017
SZ,1968,gdp,79799968.0800128
SZ,1967,gdp,74759970.096012
SZ,1966,gdp,76859969.2560123
SZ,1965,gdp,70279971.8880112
SZ,1964,gdp,64980554.0077784
SZ,1963,gdp,54129438.3482247
SZ,1962,gdp,45927961.6288154
SZ,1961,gdp,43026042.7895829
SZ,1960,gdp,35076845.9692616
SZ,2024,population,1242822.0
SZ,2023,population,1230506.0
SZ,2022,population,1218917.0
SZ,2021,population,1206593.0
SZ,2020,population,1192729.0
SZ,2019,population,1179874.0
SZ,2018,population,1168929.0
SZ,2017,population,1158195.0
SZ,2016,population,1149507.0
SZ,2015,population,1142813.0
SZ,2014,population,1136299.0
SZ,2013,population,1129990.0
SZ,2012,population,1123863.0
SZ,2011,population,1117833.0
SZ,2010,population,1111650.0
SZ,2009,population,1105153.0
SZ,2008,population,1098091.0
SZ,2007,population,1090705.0
SZ,2006,population,1084436.0
SZ,2005,population,1079022.0
SZ,2004,population,1073159.0
SZ,2003,population,1066700.0
SZ,2002,population,1059441.0
SZ,2001,population,1051064.0
SZ,2000,population,1041414.0
SZ,1999,population,1030782.0
SZ,1998,population,1019653.0
SZ,1997,population,1006635.0
SZ,1996,population,989841.0
SZ,1995,population,970433.0
SZ,1994,population,971212.0
SZ,1993,population,971318.0
SZ,1992,population,943416.0
SZ,1991,population,908189.0
SZ,1990,population,872428.0
SZ,1989,population,837800.0
SZ,1988,population,799798.0
SZ,1987,population,763811.0
SZ,1986,population,734732.0
SZ,1985,population,706196.0
SZ,1984,population,680783.0
SZ,1983,population,658957.0
SZ,1982,population,637652.0
SZ,1981,population,616808.0
SZ,1980,population,596644.0
SZ,1979,population,577199.0
SZ,1978,population,558446.0
SZ,1977,population,540348.0
SZ,1976,population,523330.0
SZ,1975,population,507673.0
SZ,1974,population,492988.0
SZ,1973,population,479038.0
SZ,1972,population,465788.0
SZ,1971,population,453183.0
SZ,1970,population,441216.0
SZ,1969,population,429875.0
SZ,1968,population,419147.0
SZ,1967,population,409031.0
SZ,1966,population,398766.0
SZ,1965,population,388336.0
SZ,1964,population,378656.0
SZ,1963,population,369759.0
SZ,1962,population,361365.0
SZ,1961,population,353264.0
SZ,1960,population,345337.0
GM,2024,gdp,2404888749.21907
GM,2023,gdp,2382262184.68273
GM,2022,gdp,2204734527.88096
GM,2021,gdp,2014158842.14596
GM,2020,gdp,1812170891.19069
GM,2019,gdp,1813609692.49994
GM,2018,gdp,1670671327.81651
GM,2017,gdp,1504909462.69521
GM,2016,gdp,1484578885.97132
GM,2015,gdp,1378176608.93204
GM,2014,gdp,1229461721.40861
GM,2013,gdp,1375609453.43746
GM,2012,gdp,1415004738.26621
GM,2011,gdp,1409693596.93594
GM,2010,gdp,1543294926.87301
GM,2009,gdp,1450142508.57808
GM,2008,gdp,1561766955.73024
GM,2007,gdp,1279703047.0221
GM,2006,gdp,1054112487.74083
GM,2005,gdp,1027701067.55688
GM,2004,gdp,961900651.423441
GM,2003,gdp,487038685.045496
GM,2002,gdp,578235309.327198
GM,2001,gdp,687410645.063943
GM,2000,gdp,782913871.80966
GM,1999,gdp,814724032.065735
GM,1998,gdp,840285264.631545
GM,1997,gdp,803633342.473706
GM,1996,gdp,848239446.21576
GM,1995,gdp,785999864.840299
GM,1994,gdp,746493951.900959
GM,1993,gdp,755040974.087322
GM,1992,gdp,714254256.122189
GM,1991,gdp,690311080.515018
GM,1990,gdp,317083695.477797
GM,1989,gdp,284120329.401023
GM,1988,gdp,266672211.934161
GM,1987,gdp,220626484.224811
GM,1986,gdp,185646986.824927
GM,1985,gdp,225726358.890914
GM,1984,gdp,177340880.086204
GM,1983,gdp,213448584.936945
GM,1982,gdp,216050552.301584
GM,1981,gdp,218767743.459101
GM,1980,gdp,241083090.303623
GM,1979,gdp,207112627.726094
GM,1978,gdp,171833086.019624
GM,1977,gdp,138093099.09774
GM,1976,gdp,112190829.470457
GM,1975,gdp,115179719.077633
GM,1974,gdp,95796021.6888272
GM,1973,gdp,75187749.0961317
GM,1972,gdp,59160569.4804413
GM,1971,gdp,55728663.222684
GM,1970,gdp,52296083.6737339
GM,1969,gdp,45168072.2689156
GM,1968,gdp,41160065.8561054
GM,1967,gdp,46695006.9579374
GM,1966,gdp,44212081.3502297
GM,2024,population,2759988.0
GM,2023,population,2697845.0
GM,2022,population,2636470.0
GM,2021,population,2576010.0
GM,2020,population,2515733.0
GM,2019,population,2456844.0
GM,2018,population,2399632.0
GM,2017,population,2342189.0
GM,2016,population,2283769.0
GM,2015,population,2224529.0
GM,2014,population,2164528.0
GM,2013,population,2103820.0
GM,2012,population,2043094.0
GM,2011,population,1983784.0
GM,2010,population,1926630.0
GM,2009,population,1871422.0
GM,2008,population,1817852.0
GM,2007,population,1765774.0
GM,2006,population,1715275.0
GM,2005,population,1667037.0
GM,2004,population,1621312.0
GM,2003,population,1577611.0
GM,2002,population,1535691.0
GM,2001,population,1495011.0
GM,2000,population,1455084.0
GM,1999,population,1415779.0
GM,1998,population,1376987.0
GM,1997,population,1338889.0
GM,1996,population,1301410.0
GM,1995,population,1264313.0
GM,1994,population,1227226.0
GM,1993,population,1188365.0
GM,1992,population,1145582.0
GM,1991,population,1099959.0
GM,1990,population,1054696.0
GM,1989,population,1011357.0
GM,1988,population,970160.0
GM,1987,population,931091.0
GM,1986,population,894019.0
GM,1985,population,858874.0
GM,1984,population,825631.0
GM,1983,population,794525.0
GM,1982,population,765753.0
GM,1981,population,739125.0
GM,1980,population,713913.0
GM,1979,population,689781.0
GM,1978,population,667103.0
GM,1977,population,645770.0
GM,1976,population,625667.0
GM,1975,population,606821.0
GM,1974,population,589085.0
GM,1973,population,571991.0
GM,1972,population,555370.0
GM,1971,population,539388.0
GM,1970,population,524105.0
GM,1969,population,509440.0
GM,1968,population,495269.0
GM,1967,population,481588.0
GM,1966,population,468516.0
GM,1965,population,455952.0
GM,1964,population,443687.0
GM,1963,population,431757.0
GM,1962,population,420163.0
GM,1961,population,408930.0
GM,1960,population,398060.0
GN,2024,gdp,25008678293.4084
GN,2023,gdp,22407615556.0571
GN,2022,gdp,19910452541.9219
GN,2021,gdp,17069115737.8259
GN,2020,gdp,14088693742.9464
GN,2019,gdp,13442861496.4454
GN,2018,gdp,11857030366.7891
GN,2017,gdp,10324668271.1362
GN,2016,gdp,8595955222.49719
GN,2015,gdp,8794201742.84609
GN,2014,gdp,8778473372.82124
GN,2013,gdp,8376613539.28278
GN,2012,gdp,7638044556.84656
GN,2011,gdp,6785137203.33153
GN,2010,gdp,6853467145.53089
GN,2009,gdp,6716905339.73136
GN,2008,gdp,6964179983.17212
GN,2007,gdp,6281918226.34408
GN,2006,gdp,4220019845.26341
GN,2005,gdp,4282468636.90501
GN,2004,gdp,5300767960.51572
GN,2003,gdp,5025167975.26363
GN,2002,gdp,4301608752.51396
GN,2001,gdp,4125527603.22908
GN,2000,gdp,4367458866.71537
GN,1999,gdp,5046806782.54761
GN,1998,gdp,5232118046.3713
GN,1997,gdp,5516916163.0949
GN,1996,gdp,5641243099.76661
GN,1995,gdp,5385704166.43341
GN,1994,gdp,4932800406.92974
GN,1993,gdp,4781166116.51789
GN,1992,gdp,4789220416.70641
GN,1991,gdp,4396178694.1535
GN,1990,gdp,3888320665.52218
GN,1989,gdp,3546079262.94987
GN,1988,gdp,3476480303.12273
GN,1987,gdp,2976714019.06852
GN,1986,gdp,2909130355.238
GN,1985,gdp,22787644565.9059
GN,1984,gdp,18421497251.1767
GN,1983,gdp,15129893722.3449
GN,1982,gdp,11926032493.4301
GN,1981,gdp,9646440666.52864
GN,1980,gdp,9746524915.08071
GN,1979,gdp,8877094497.44971
GN,1978,gdp,8087305999.0597
GN,1977,gdp,6914381290.57116
GN,1976,gdp,6762781870.6211
GN,1975,gdp,6102769605.43001
GN,1974,gdp,5691417541.33871
GN,1973,gdp,5152080387.55572
GN,1972,gdp,4203069035.01427
GN,1971,gdp,3594302908.06164
GN,1970,gdp,3220224607.81851
GN,2024,population,14754785.0
GN,2023,population,14405468.0
GN,2022,population,14055137.0
GN,2021,population,13710513.0
GN,2020,population,13371183.0
GN,2019,population,13034346.0
GN,2018,population,12704774.0
GN,2017,population,12385659.0
GN,2016,population,12073030.0
GN,2015,population,11767070.0
GN,2014,population,11472924.0
GN,2013,population,11191873.0
GN,2012,population,10921581.0
GN,2011,population,10656810.0
GN,2010,population,10396086.0
GN,2009,population,10143534.0
GN,2008,population,9898870.0
GN,2007,population,9662281.0
GN,2006,population,9441171.0
GN,2005,population,9245844.0
GN,2004,population,9062726.0
GN,2003,population,8870781.0
GN,2002,population,8674066.0
GN,2001,population,8539960.0
GN,2000,population,8428832.0
GN,1999,population,8265123.0
GN,1998,population,8081990.0
GN,1997,population,7931370.0
GN,1996,population,7770035.0
GN,1995,population,7553249.0
GN,1994,population,7345107.0
GN,1993,population,7128177.0
GN,1992,population,6914366.0
GN,1991,population,6697166.0
GN,1990,population,6434374.0
GN,1989,population,6215811.0
GN,1988,population,6056574.0
GN,1987,population,5900198.0
GN,1986,population,5750668.0
GN,1985,population,5610373.0
GN,1984,population,5480096.0
GN,1983,population,5359814.0
GN,1982,population,5247672.0
GN,1981,population,5143288.0
GN,1980,population,5047419.0
GN,1979,population,4959283.0
GN,1978,population,4877854.0
GN,1977,population,4801128.0
GN,1976,population,4727022.0
GN,1975,population,4653876.0
GN,1974,population,4580510.0
GN,1973,population,4506324.0
GN,1972,population,4431292.0
GN,1971,population,4355200.0
GN,1970,population,4277535.0
GN,1969,population,4198300.0
GN,1968,population,4118550.0
GN,1967,population,4040153.0
GN,1966,population,3964155.0
GN,1965,population,3890716.0
GN,1964,population,3819722.0
GN,1963,population,3750954.0
GN,1962,population,3684273.0
GN,1961,population,3619551.0
GN,1960,population,3556749.0
GW,2024,gdp,2218393804.54798
GW,2023,gdp,2127688181.12014
GW,2022,gdp,1859601384.05928
GW,2021,gdp,1908094558.33981
GW,2020,gdp,1705057581.09946
GW,2019,gdp,1596227316.34846
GW,2018,gdp,1554133593.91699
GW,2017,gdp,1469978606.12143
GW,2016,gdp,1245074264.10396
GW,2015,gdp,1152384166.79638
GW,2014,gdp,1135250721.0374
GW,2013,gdp,1109682824.13594
GW,2012,gdp,1049412177.11413
GW,2011,gdp,1157074319.19388
GW,2010,gdp,940112538.936436
GW,2009,gdp,890167833.369849
GW,2008,gdp,952667544.037289
GW,2007,gdp,753162998.015113
GW,2006,gdp,634781901.251494
GW,2005,gdp,639776040.688424
GW,2004,gdp,582169841.298304
GW,2003,gdp,553614800.145707
GW,2002,gdp,466773711.235579
GW,2001,gdp,412610871.509121
GW,2000,gdp,391345597.488269
GW,1999,gdp,579365780.135134
GW,1998,gdp,591034143.426384
GW,1997,gdp,698107222.422492
GW,1996,gdp,702965147.568054
GW,1995,gdp,660195402.013602
GW,1994,gdp,612502084.797565
GW,1993,gdp,615779518.807114
GW,1992,gdp,588309271.28603
GW,1991,gdp,668470890.785147
GW,1990,gdp,634187269.235013
GW,1989,gdp,554072302.828333
GW,1988,gdp,427514321.528126
GW,1987,gdp,451893374.95907
GW,1986,gdp,338524232.567315
GW,1985,gdp,373959151.148591
GW,1984,gdp,359980490.728569
GW,1983,gdp,425225176.812165
GW,1982,gdp,430284021.883771
GW,1981,gdp,402230865.151515
GW,1980,gdp,287648258.258297
GW,1979,gdp,308143183.311819
GW,1978,gdp,318876550.432277
GW,1977,gdp,298871674.860041
GW,1976,gdp,292152321.493146
GW,1975,gdp,283311996.82299
GW,1974,gdp,256769730.263158
GW,1973,gdp,232331281.355932
GW,1972,gdp,227986203.29754
GW,1971,gdp,204167296.856603
GW,1970,gdp,204670550.76064
GW,2024,population,2201352.0
GW,2023,population,2153339.0
GW,2022,population,2105529.0
GW,2021,population,2058841.0
GW,2020,population,2013255.0
GW,2019,population,1967696.0
GW,2018,population,1922168.0
GW,2017,population,1877072.0
GW,2016,population,1831893.0
GW,2015,population,1786457.0
GW,2014,population,1741122.0
GW,2013,population,1695973.0
GW,2012,population,1651417.0
GW,2011,population,1608076.0
GW,2010,population,1566347.0
GW,2009,population,1526377.0
GW,2008,population,1488054.0
GW,2007,population,1450986.0
GW,2006,population,1415303.0
GW,2005,population,1381585.0
GW,2004,population,1349563.0
GW,2003,population,1318806.0
GW,2002,population,1289307.0
GW,2001,population,1261273.0
GW,2000,population,1234741.0
GW,1999,population,1210206.0
GW,1998,population,1187473.0
GW,1997,population,1165545.0
GW,1996,population,1143535.0
GW,1995,population,1119949.0
GW,1994,population,1092031.0
GW,1993,population,1058745.0
GW,1992,population,1024356.0
GW,1991,population,994639.0
GW,1990,population,973669.0
GW,1989,population,957789.0
GW,1988,population,942061.0
GW,1987,population,926862.0
GW,1986,population,912126.0
GW,1985,population,897697.0
GW,1984,population,883519.0
GW,1983,population,869592.0
GW,1982,population,855891.0
GW,1981,population,842432.0
GW,1980,population,829303.0
GW,1979,population,819867.0
GW,1978,population,791694.0
GW,1977,population,741789.0
GW,1976,population,694191.0
GW,1975,population,650966.0
GW,1974,population,613338.0
GW,1973,population,592808.0
GW,1972,population,586620.0
GW,1971,population,586221.0
GW,1970,population,584403.0
GW,1969,population,581610.0
GW,1968,population,578170.0
GW,1967,population,569011.0
GW,1966,population,566908.0
GW,1965,population,575005.0
GW,1964,population,588543.0
GW,1963,population,594418.0
GW,1962,population,589474.0
GW,1961,population,582532.0
GW,1960,population,577633.0
SL,2024,gdp,6971127235.3123
SL,2023,gdp,6415852766.73832
SL,2022,gdp,7121125277.52542
SL,2021,gdp,7166931485.49433
SL,2020,gdp,6688307703.1447
SL,2019,gdp,6523577594.29408
SL,2018,gdp,6390514688.52816
SL,2017,gdp,5749846528.48046
SL,2016,gdp,6084297211.10217
SL,2015,gdp,6788352974.78329
SL,2014,gdp,7686138790.90872
SL,2013,gdp,7502762862.72657
SL,2012,gdp,6141666509.36295
SL,2011,gdp,4861632884.67985
SL,2010,gdp,4262805966.78755
SL,2009,gdp,3953403098.37107
SL,2008,gdp,4157895298.19572
SL,2007,gdp,3632957611.35152
SL,2006,gdp,3263697466.73514
SL,2005,gdp,2545275312.60512
SL,2004,gdp,2237350687.46606
SL,2003,gdp,2142618045.93129
SL,2002,gdp,1933863910.73227
SL,2001,gdp,1681473893.76655
SL,2000,gdp,635866403.776065
SL,1999,gdp,669386623.951402
SL,1998,gdp,672368187.114756
SL,1997,gdp,850232760.017239
SL,1996,gdp,941709422.502965
SL,1995,gdp,870740291.519248
SL,1994,gdp,911853802.365613
SL,1993,gdp,768867882.965994
SL,1992,gdp,679940813.948366
SL,1991,gdp,779981987.10656
SL,1990,gdp,649644097.566129
SL,1989,gdp,932974420.276529
SL,1988,gdp,1055083933.07498
SL,1987,gdp,660106336.104339
SL,1986,gdp,490181456.62441
SL,1985,gdp,856890459.363958
SL,1984,gdp,1087471861.98928
SL,1983,gdp,995104305.347075
SL,1982,gdp,1295361885.92419
SL,1981,gdp,1114830471.91787
SL,1980,gdp,1100685844.92284
SL,1979,gdp,1109374911.30306
SL,1978,gdp,960728338.93643
SL,1977,gdp,691777583.951156
SL,1976,gdp,594895941.914381
SL,1975,gdp,679336343.584559
SL,1974,gdp,648590642.939889
SL,1973,gdp,575230724.377773
SL,1972,gdp,465381339.740404
SL,1971,gdp,419549304.72479
SL,1970,gdp,434410973.76439
SL,1969,gdp,408690163.476065
SL,1968,gdp,329859731.943893
SL,1967,gdp,348795303.000385
SL,1966,gdp,375479849.80806
SL,1965,gdp,359379856.248058
SL,1964,gdp,371847461.441278
SL,1963,gdp,348547278.787707
SL,1962,gdp,342721416.490967
SL,1961,gdp,327834190.577094
SL,1960,gdp,322009961.547048
SL,2024,population,8642022.0
SL,2023,population,8460512.0
SL,2022,population,8276807.0
SL,2021,population,8094602.0
SL,2020,population,7912558.0
SL,2019,population,7731991.0
SL,2018,population,7554563.0
SL,2017,population,7379299.0
SL,2016,population,7205328.0
SL,2015,population,7037655.0
SL,2014,population,6876385.0
SL,2013,population,6714051.0
SL,2012,population,6551080.0
SL,2011,population,6387251.0
SL,2010,population,6222714.0
SL,2009,population,6055646.0
SL,2008,population,5894722.0
SL,2007,population,5749352.0
SL,2006,population,5624466.0
SL,2005,population,5501712.0
SL,2004,population,5355717.0
SL,2003,population,5177687.0
SL,2002,population,4971435.0
SL,2001,population,4692716.0
SL,2000,population,4423611.0
SL,1999,population,4318043.0
SL,1998,population,4295785.0
SL,1997,population,4253716.0
SL,1996,population,4199210.0
SL,1995,population,4179179.0
SL,1994,population,4173105.0
SL,1993,population,4157130.0
SL,1992,population,4166366.0
SL,1991,population,4246267.0
SL,1990,population,4196828.0
SL,1989,population,4034037.0
SL,1988,population,3934517.0
SL,1987,population,3829718.0
SL,1986,population,3728380.0
SL,1985,population,3638438.0
SL,1984,population,3558758.0
SL,1983,population,3481646.0
SL,1982,population,3408183.0
SL,1981,population,3338940.0
SL,1980,population,3272089.0
SL,1979,population,3207499.0
SL,1978,population,3145517.0
SL,1977,population,3085354.0
SL,1976,population,3028820.0
SL,1975,population,2974657.0
SL,1974,population,2920459.0
SL,1973,population,2866955.0
SL,1972,population,2814388.0
SL,1971,population,2763222.0
SL,1970,population,2712286.0
SL,1969,population,2661365.0
SL,1968,population,2611532.0
SL,1967,population,2562384.0
SL,1966,population,2514638.0
SL,1965,population,2468666.0
SL,1964,population,2424390.0
SL,1963,population,2382258.0
SL,1962,population,2342242.0
SL,1961,population,2304227.0
SL,1960,population,2268356.0
LR,2024,gdp,4779300900.0
LR,2023,gdp,4390000000.0
LR,2022,gdp,4001047000.0
LR,2021,gdp,3513049500.0
LR,2020,gdp,3176126300.0
LR,2019,gdp,3319596500.0
LR,2018,gdp,3422754800.0
LR,2017,gdp,3390703400.0
LR,2016,gdp,3398419600.0
LR,2015,gdp,3227075700.0
LR,2014,gdp,3225652000.0
LR,2013,gdp,3177198100.0
LR,2012,gdp,2791614000.0
LR,2011,gdp,2398000000.0
LR,2010,gdp,1998000000.0
LR,2009,gdp,1768000000.0
LR,2008,gdp,1726000000.0
LR,2007,gdp,1373000000.0
LR,2006,gdp,1119000000.0
LR,2005,gdp,949000000.0
LR,2004,gdp,897000000.0
LR,2003,gdp,748000000.0
LR,2002,gdp,927000000.0
LR,2001,gdp,906000000.0
LR,2000,gdp,874000000.0
LR,1999,gdp,441800000.0
LR,1998,gdp,359600000.0
LR,1997,gdp,295900000.0
LR,1996,gdp,159400000.0
LR,1995,gdp,134800000.0
LR,1994,gdp,132200000.0
LR,1993,gdp,160400000.0
LR,1992,gdp,223500000.0
LR,1991,gdp,348000000.0
LR,1990,gdp,384400000.0
LR,1989,gdp,786300000.0
LR,1988,gdp,1038300000.0
LR,1987,gdp,972800000.0
LR,1986,gdp,840964400.0
LR,1985,gdp,851296100.0
LR,1984,gdp,848478300.0
LR,1983,gdp,823374900.0
LR,1982,gdp,863933200.0
LR,1981,gdp,846514500.0
LR,1980,gdp,854711500.0
LR,1979,gdp,814067900.0
LR,1978,gdp,717240400.0
LR,1977,gdp,673010600.0
LR,1976,gdp,596675700.0
LR,1975,gdp,577549300.0
LR,1974,gdp,486955000.0
LR,1973,gdp,386968300.0
LR,1972,gdp,368098000.0
LR,1971,gdp,341543100.0
LR,1970,gdp,323099700.0
LR,1969,gdp,306961800.0
LR,1968,gdp,276820700.0
LR,1967,gdp,261024300.0
LR,1966,gdp,244459500.0
LR,1965,gdp,229260800.0
